"SNum"	"Days"	"CurrentEnroll"	"Status"	"LowerDiv"	"Year"	"Semester"	"Location"	"Time2"	"Days2"	"CNum"	"Area"	"CredHours"	"NumAttributes"	"CrossList"	"Req"
70	"H"	38	"A"	0	2002	"fall"	"sandy"	"Evening"	1	3561	"Crim"	3	0	0	0
1	"T,H"	69	"P"	0	2002	"fall"	"main"	"Morning"	2	3562	"Crim"	3	0	0	0
1	"T,H"	56	"P"	0	2002	"fall"	"main"	"Afternoon"	2	3563	"Crim"	3	0	0	0
1	"TBA"	15	"A"	0	2002	"fall"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2002	"fall"	"main"		2	3950					
1	"TBA"	0	"P"	0	2002	"fall"	"main"		2	3952					
10	"T"	56	"A"	0	2002	"fall"	"main"	"Evening"	1	3965					
1	"H"	1	"P"	0	2002	"fall"	"main"	"Afternoon"	1	5050					
1	"T"	0	"P"	0	2002	"fall"	"main"	"Afternoon"	1	5110					
1	"W"	0	"P"	0	2002	"fall"	"main"	"Afternoon"	1	5120					
2	"M,W,F"	197	"A"	1	2003	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	64	"A"	1	2003	"spring"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"M"	55	"A"	1	2003	"spring"	"main"	"Evening"	1	1010	"None"	4	0	0	1
1	"T,H"	65	"P"	1	2003	"spring"	"main"	"Afternoon"	2	1020	"None"	3	0	0	0
10	"H"	41	"A"	1	2003	"spring"	"main"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	57	"P"	0	2003	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	58	"P"	0	2003	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
20	"W"	23	"A"	0	2003	"spring"	"bountiful"	"Evening"	1	3020	"None"	3	0	0	0
2	"T,H"	55	"P"	0	2003	"spring"	"main"	"Morning"	2	3030	"None"	3	0	0	0
70	"H"	35	"A"	0	2003	"spring"	"sandy"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	61	"A"	0	2003	"spring"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"T,H"	49	"P"	0	2003	"spring"	"main"	"Morning"	2	3111	"None"	3	0	0	1
1	"M,W,F"	44	"P"	0	2003	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	40	"P"	0	2003	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
3	"T,H"	52	"P"	0	2003	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
20	"T"	36	"A"	0	2003	"spring"	"bountiful"	"Evening"	1	3112	"None"	4	2	0	1
1	"M,W,F"	24	"A"	0	2003	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"T,H"	41	"P"	0	2003	"spring"	"main"	"Morning"	2	3140	"None"	3	0	0	1
70	"T"	31	"A"	0	2003	"spring"	"sandy"	"Evening"	1	3140	"None"	3	0	0	1
1	"M,W,F"	43	"A"	0	2003	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	40	"A"	0	2003	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
20	"H"	9	"A"	0	2003	"spring"	"bountiful"	"Evening"	1	3341					
70	"W"	52	"A"	0	2003	"spring"	"sandy"	"Evening"	1	3365	"DV"	3	2	1	0
10	"T"	55	"A"	0	2003	"spring"	"main"	"Evening"	1	3380	"DV"	3	1	1	0
1	"M,W,F"	48	"A"	0	2003	"spring"	"main"	"Morning"	3	3431					
1	"T,H"	21	"P"	0	2003	"spring"	"main"	"Morning"	2	3433	"Global"	3	0	0	0
1	"M,W,F"	56	"A"	0	2003	"spring"	"main"	"Morning"	3	3438					
70	"H"	33	"A"	0	2003	"spring"	"sandy"	"Evening"	1	3438					
1	"T,H"	56	"P"	0	2003	"spring"	"main"	"Morning"	2	3450					
10	"W"	46	"A"	0	2003	"spring"	"main"	"Evening"	1	3471					
1	"M,W,F"	50	"A"	0	2003	"spring"	"main"	"Morning"	3	3473					
1	"T,H"	97	"P"	0	2003	"spring"	"main"	"Morning"	2	3560	"Crim"	3	0	0	0
1	"M,W,F"	60	"A"	0	2003	"spring"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
2	"T,H"	70	"P"	0	2003	"spring"	"main"	"Morning"	2	3561	"Crim"	3	0	0	0
20	"H"	38	"A"	0	2003	"spring"	"bountiful"	"Evening"	1	3561	"Crim"	3	0	0	0
1	"T,H"	65	"P"	0	2003	"spring"	"main"	"Morning"	2	3562	"Crim"	3	0	0	0
70	"T"	30	"A"	0	2003	"spring"	"sandy"	"Evening"	1	3562	"Crim"	3	0	0	0
20	"T"	19	"A"	0	2003	"spring"	"bountiful"	"Evening"	1	3563	"Crim"	3	0	0	0
10	"H"	56	"A"	0	2003	"spring"	"main"	"Evening"	1	3564	"Crim"	3	0	0	0
1	"TBA"	20	"A"	0	2003	"spring"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2003	"spring"	"main"		2	3950					
1	"TBA"	0	"P"	0	2003	"spring"	"main"		2	3951					
5	"TBA"	1	"P"	0	2003	"spring"	"main"		2	3951					
1	"TBA"	0	"P"	0	2003	"spring"	"main"		2	3952					
10	"W"	40	"A"	0	2003	"spring"	"main"	"Evening"	1	3965					
1	"TBA"	0	"P"	0	2003	"spring"	"main"		2	4999					
2	"M,W,F"	193	"A"	1	2003	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	61	"A"	1	2003	"fall"	"main"	"Morning"	2	1010	"None"	4	0	0	1
4	"T,H"	40	"G"	1	2003	"fall"	"main"	"Afternoon"	2	1010	"None"	4	0	0	1
20	"H"	35	"A"	1	2003	"fall"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"T"	45	"A"	1	2003	"fall"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	57	"A"	1	2003	"fall"	"main"	"Morning"	3	1020	"None"	3	0	0	0
10	"T"	47	"A"	1	2003	"fall"	"main"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	48	"P"	0	2003	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	57	"P"	0	2003	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
70	"W"	33	"A"	0	2003	"fall"	"sandy"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	39	"P"	0	2003	"fall"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	47	"A"	0	2003	"fall"	"main"	"Morning"	2	3030	"None"	3	0	0	0
1	"T,H"	63	"P"	0	2003	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
10	"H"	55	"A"	0	2003	"fall"	"main"	"Evening"	1	3111	"None"	3	0	0	1
70	"T"	34	"A"	0	2003	"fall"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	37	"P"	0	2003	"fall"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	41	"P"	0	2003	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
70	"W"	42	"A"	0	2003	"fall"	"sandy"	"Evening"	1	3112	"None"	4	2	0	1
1	"M,W,F"	47	"A"	0	2003	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
20	"W"	8	"A"	0	2003	"fall"	"bountiful"	"Evening"	1	3140	"None"	3	0	0	1
1	"H"	10	"P"	0	2003	"fall"	"main"	"Afternoon"	1	3200	"DV"	4	1	0	0
10	"M"	59	"A"	0	2003	"fall"	"main"	"Evening"	1	3334	"DV"	3	0	0	0
1	"M,W,F"	33	"A"	0	2003	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	33	"A"	0	2003	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
70	"H"	32	"A"	0	2003	"fall"	"sandy"	"Evening"	1	3337	"DV"	3	2	1	0
1	"M,W,F"	68	"P"	0	2003	"fall"	"main"	"Morning"	3	3365	"DV"	3	2	1	0
10	"W"	47	"A"	0	2003	"fall"	"main"	"Evening"	1	3431					
1	"M,W,F"	37	"P"	0	2003	"fall"	"main"	"Morning"	3	3433	"Global"	3	0	0	0
1	"M,W,F"	58	"A"	0	2003	"fall"	"main"	"Morning"	3	3438					
20	"H"	23	"A"	0	2003	"fall"	"bountiful"	"Evening"	1	3438					
1	"T,H"	64	"P"	0	2003	"fall"	"main"	"Morning"	2	3450					
1	"M,W,F"	54	"P"	0	2003	"fall"	"main"	"Morning"	3	3471					
1	"M,W,F"	61	"P"	0	2003	"fall"	"main"	"Morning"	3	3473					
1	"M,W,F"	60	"P"	0	2003	"fall"	"main"	"Morning"	3	3560	"Crim"	3	0	0	0
10	"T"	53	"A"	0	2003	"fall"	"main"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"M,W,F"	66	"P"	0	2003	"fall"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
20	"T"	13	"A"	0	2003	"fall"	"bountiful"	"Evening"	1	3561	"Crim"	3	0	0	0
70	"H"	38	"A"	0	2003	"fall"	"sandy"	"Evening"	1	3561	"Crim"	3	0	0	0
1	"M,W,F"	61	"P"	0	2003	"fall"	"main"	"Morning"	3	3562	"Crim"	3	0	0	0
1	"TBA"	16	"A"	0	2003	"fall"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2003	"fall"	"main"		2	3950					
2	"TBA"	1	"P"	0	2003	"fall"	"main"		2	3951					
1	"TBA"	0	"P"	0	2003	"fall"	"main"		2	3952					
10	"W"	55	"A"	0	2003	"fall"	"main"	"Evening"	1	3965					
1	"H"	0	"A?"	0	2003	"fall"	"main"	"Afternoon"	1	5050					
1	"W"	0	"P"	0	2003	"fall"	"main"	"Afternoon"	1	5115					
1	"M,W,F"	270	"G"	1	2004	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
2	"M,W,F"	197	"A"	1	2004	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	63	"A"	1	2004	"spring"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"M"	66	"G"	1	2004	"spring"	"main"	"Evening"	1	1010	"None"	4	0	0	1
70	"T"	29	"A"	1	2004	"spring"	"sandy"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	50	"P"	0	2004	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	61	"P"	0	2004	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
1	"M,W,F"	56	"P"	0	2004	"spring"	"main"	"Morning"	3	3030	"None"	3	0	0	0
10	"W"	48	"A"	0	2004	"spring"	"main"	"Evening"	1	3030	"None"	3	0	0	0
1	"T,H"	62	"P"	0	2004	"spring"	"main"	"Morning"	2	3111	"None"	3	0	0	1
70	"H"	37	"A"	0	2004	"spring"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	24	"P"	0	2004	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"M,W,F"	42	"P"	0	2004	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
3	"T,H"	26	"P"	0	2004	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
4	"T,H"	32	"P"	0	2004	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
1	"M,W,F"	49	"A"	0	2004	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"T,H"	47	"A?"	0	2004	"spring"	"main"	"Morning"	2	3140	"None"	3	0	0	1
70	"W"	41	"A"	0	2004	"spring"	"sandy"	"Evening"	1	3140	"None"	3	0	0	1
1	"H"	32	"P"	0	2004	"spring"	"main"	"Afternoon"	1	3200	"DV"	4	1	0	0
1	"M,W,F"	37	"A"	0	2004	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	41	"A"	0	2004	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"T,H"	49	"P"	0	2004	"spring"	"main"	"Morning"	2	3365	"DV"	3	2	1	0
10	"T"	54	"P"	0	2004	"spring"	"main"	"Evening"	1	3380	"DV"	3	1	1	0
1	"M,W,F"	62	"A"	0	2004	"spring"	"main"	"Morning"	3	3431					
1	"M,W,F"	34	"P"	0	2004	"spring"	"main"	"Morning"	3	3433	"Global"	3	0	0	0
1	"T,H"	21	"P"	0	2004	"spring"	"main"	"Morning"	2	3435	"Global"	3	0	0	0
1	"M,W,F"	58	"A"	0	2004	"spring"	"main"	"Morning"	3	3438					
70	"M"	38	"A"	0	2004	"spring"	"sandy"	"Evening"	1	3438					
1	"T,H"	67	"P"	0	2004	"spring"	"main"	"Morning"	2	3450					
10	"T"	36	"A"	0	2004	"spring"	"main"	"Evening"	1	3471					
1	"T,H"	69	"P"	0	2004	"spring"	"main"	"Morning"	2	3473					
70	"H"	38	"A"	0	2004	"spring"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"M,W,F"	59	"P"	0	2004	"spring"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
10	"H"	56	"A"	0	2004	"spring"	"main"	"Evening"	1	3561	"Crim"	3	0	0	0
1	"M,W,F"	100	"P"	0	2004	"spring"	"main"	"Morning"	3	3562	"Crim"	3	0	0	0
20	"T"	19	"A"	0	2004	"spring"	"bountiful"	"Evening"	1	3563	"Crim"	3	0	0	0
10	"H"	44	"A"	0	2004	"spring"	"main"	"Evening"	1	3564	"Crim"	3	0	0	0
1	"M,W,F"	68	"P"	0	2004	"spring"	"main"	"Morning"	3	3565	"Crim"	3	0	1	0
1	"TBA"	22	"A"	0	2004	"spring"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2004	"spring"	"main"		2	3950					
1	"TBA"	1	"P"	0	2004	"spring"	"main"		2	3951					
1	"TBA"	1	"P"	0	2004	"spring"	"main"		2	3952					
10	"W"	48	"A"	0	2004	"spring"	"main"	"Evening"	1	3965					
1	"T,H"	0	"P"	0	2004	"spring"	"main"	"Morning"	2	5965					
1	"M,W,F"	233	"P"	1	2004	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
2	"M,W,F"	194	"A"	1	2004	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	58	"A"	1	2004	"fall"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"T"	61	"G"	1	2004	"fall"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"H"	24	"A"	1	2004	"fall"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"W"	42	"A"	1	2004	"fall"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	56	"A"	1	2004	"fall"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	52	"P"	1	2004	"fall"	"main"	"Afternoon"	2	1020	"None"	3	0	0	0
10	"T"	26	"A"	1	2004	"fall"	"main"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	48	"P"	0	2004	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	48	"P"	0	2004	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
20	"W"	19	"A"	0	2004	"fall"	"bountiful"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	34	"A"	0	2004	"fall"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"M,W,F"	29	"A?"	0	2004	"fall"	"main"	"Morning"	3	3030	"None"	3	0	0	0
20	"T"	13	"A"	0	2004	"fall"	"bountiful"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	61	"P"	0	2004	"fall"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"T,H"	32	"A"	0	2004	"fall"	"main"	"Afternoon"	2	3111	"None"	3	0	0	1
20	"H"	11	"A"	0	2004	"fall"	"bountiful"	"Evening"	1	3111	"None"	3	0	0	1
70	"T"	26	"A"	0	2004	"fall"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	40	"P"	0	2004	"fall"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	57	"P"	0	2004	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
3	"M,W,F"	43	"P"	0	2004	"fall"	"main"	"Morning"	3	3112	"None"	4	2	0	1
1	"M,W,F"	54	"A?"	0	2004	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"T,H"	46	"P"	0	2004	"fall"	"main"	"Morning"	2	3140	"None"	3	0	0	1
70	"W"	37	"P"	0	2004	"fall"	"sandy"	"Evening"	1	3140	"None"	3	0	0	1
1	"M,W,F"	36	"A"	0	2004	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	33	"A"	0	2004	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"M,W,F"	39	"P"	0	2004	"fall"	"main"	"Morning"	3	3365	"DV"	3	2	1	0
70	"T"	41	"A"	0	2004	"fall"	"sandy"	"Evening"	1	3380	"DV"	3	1	1	0
1	"T,H"	28	"P"	0	2004	"fall"	"main"	"Morning"	2	3436	"Global"	3	0	0	0
1	"M,W,F"	55	"A"	0	2004	"fall"	"main"	"Morning"	3	3438					
2	"T,H"	50	"A"	0	2004	"fall"	"main"	"Morning"	2	3438					
1	"T,H"	51	"P"	0	2004	"fall"	"main"	"Morning"	2	3450					
1	"M,W,F"	55	"P"	0	2004	"fall"	"main"	"Morning"	3	3471					
10	"H"	65	"A"	0	2004	"fall"	"main"	"Evening"	1	3473					
1	"T,H"	83	"P"	0	2004	"fall"	"main"	"Morning"	2	3560	"Crim"	3	0	0	0
10	"H"	60	"A"	0	2004	"fall"	"main"	"Evening"	1	3560	"Crim"	3	0	0	0
2	"T,H"	65	"P"	0	2004	"fall"	"main"	"Morning"	2	3561	"Crim"	3	0	0	0
70	"H"	46	"A"	0	2004	"fall"	"sandy"	"Evening"	1	3561	"Crim"	3	0	0	0
2	"T,H"	68	"P"	0	2004	"fall"	"main"	"Morning"	2	3562	"Crim"	3	0	0	0
10	"W"	40	"A"	0	2004	"fall"	"main"	"Evening"	1	3563	"Crim"	3	0	0	0
1	"T,H"	57	"P"	0	2004	"fall"	"main"	"Afternoon"	2	3565	"Crim"	3	0	1	0
1	"TBA"	12	"A"	0	2004	"fall"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	1	"P"	0	2004	"fall"	"main"		2	3950					
1	"TBA"	0	"P"	0	2004	"fall"	"main"		2	3952					
10	"W"	40	"A"	0	2004	"fall"	"main"	"Evening"	1	3965					
1	"H"	1	"P"	0	2004	"fall"	"main"	"Afternoon"	1	5050					
1	"M,W,F"	256	"G"	1	2005	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
2	"M,W,F"	183	"A"	1	2005	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	60	"A"	1	2005	"spring"	"main"	"Morning"	2	1010	"None"	4	0	0	1
4	"M,W,F"	36	"A"	1	2005	"spring"	"main"	"Morning"	3	1010	"None"	4	0	0	1
10	"H"	53	"G"	1	2005	"spring"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"H"	30	"A"	1	2005	"spring"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"M"	39	"A"	1	2005	"spring"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	38	"G"	1	2005	"spring"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	64	"A"	1	2005	"spring"	"main"	"Morning"	2	1020	"None"	3	0	0	0
20	"T"	13	"A"	1	2005	"spring"	"bountiful"	"Evening"	1	1020	"None"	3	0	0	0
1	"T,H"	31	"P"	0	2005	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	58	"P"	0	2005	"spring"	"main"	"Morning"	2	3020	"None"	3	0	0	0
70	"W"	32	"A"	0	2005	"spring"	"sandy"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	57	"G"	0	2005	"spring"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	38	"A"	0	2005	"spring"	"main"	"Morning"	2	3030	"None"	3	0	0	0
70	"T"	19	"A"	0	2005	"spring"	"sandy"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	51	"P"	0	2005	"spring"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"T,H"	58	"P"	0	2005	"spring"	"main"	"Morning"	2	3111	"None"	3	0	0	1
70	"H"	40	"A"	0	2005	"spring"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	29	"P"	0	2005	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	48	"P"	0	2005	"spring"	"main"	"Morning"	2	3112	"None"	4	2	0	1
3	"M,W,F"	48	"P"	0	2005	"spring"	"main"	"Morning"	3	3112	"None"	4	2	0	1
20	"W"	33	"G"	0	2005	"spring"	"bountiful"	"Evening"	1	3112	"None"	4	2	0	1
1	"M,W,F"	48	"A?"	0	2005	"spring"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"T,H"	46	"P"	0	2005	"spring"	"main"	"Morning"	2	3140	"None"	3	0	0	1
70	"T"	36	"P"	0	2005	"spring"	"sandy"	"Evening"	1	3140	"None"	3	0	0	1
1	"H"	22	"P"	0	2005	"spring"	"main"	"Afternoon"	1	3200	"DV"	4	1	0	0
1	"T,H"	35	"P"	0	2005	"spring"	"main"	"Morning"	2	3334	"DV"	3	0	0	0
1	"M,W,F"	57	"A"	0	2005	"spring"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
20	"M"	37	"A"	0	2005	"spring"	"bountiful"	"Evening"	1	3337	"DV"	3	2	1	0
10	"W"	54	"A"	0	2005	"spring"	"main"	"Evening"	1	3365	"DV"	3	2	1	0
1	"T,H"	58	"P"	0	2005	"spring"	"main"	"Afternoon"	2	3380	"DV"	3	1	1	0
1	"M,W,F"	53	"A"	0	2005	"spring"	"main"	"Morning"	3	3438					
70	"M"	40	"A"	0	2005	"spring"	"sandy"	"Evening"	1	3438					
1	"T,H"	54	"P"	0	2005	"spring"	"main"	"Morning"	2	3450					
1	"M,W,F"	33	"P"	0	2005	"spring"	"main"	"Morning"	3	3471					
1	"T"	62	"A"	0	2005	"spring"	"main"	"Evening"	1	3473					
70	"H"	35	"A"	0	2005	"spring"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"T,H"	55	"P"	0	2005	"spring"	"main"	"Afternoon"	2	3561	"Crim"	3	0	0	0
10	"H"	58	"A"	0	2005	"spring"	"main"	"Evening"	1	3561	"Crim"	3	0	0	0
10	"T"	53	"A"	0	2005	"spring"	"main"	"Evening"	1	3562	"Crim"	3	0	0	0
70	"W"	35	"A"	0	2005	"spring"	"sandy"	"Evening"	1	3564	"Crim"	3	0	0	0
1	"TBA"	15	"A"	0	2005	"spring"	"main"		2	3593	"Crim"	3	0	0	0
1	"TBA"	0	"P"	0	2005	"spring"	"main"		2	3950					
2	"TBA"	2	"P"	0	2005	"spring"	"main"		2	3950					
1	"TBA"	0	"P"	0	2005	"spring"	"main"		2	3951					
1	"TBA"	0	"P"	0	2005	"spring"	"main"		2	3952					
10	"W"	38	"A"	0	2005	"spring"	"main"	"Evening"	1	3965					
1	"TBA"	1	"P"	0	2005	"spring"	"main"		2	4877					
1	"M,W,F"	229	"P"	1	2005	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
2	"M,W,F"	165	"A"	1	2005	"fall"	"main"	"Morning"	3	1010	"None"	4	0	0	1
3	"T,H"	57	"A"	1	2005	"fall"	"main"	"Morning"	2	1010	"None"	4	0	0	1
10	"W"	59	"G"	1	2005	"fall"	"main"	"Evening"	1	1010	"None"	4	0	0	1
20	"H"	26	"A"	1	2005	"fall"	"bountiful"	"Evening"	1	1010	"None"	4	0	0	1
70	"T"	39	"A"	1	2005	"fall"	"sandy"	"Evening"	1	1010	"None"	4	0	0	1
1	"M,W,F"	38	"G"	1	2005	"fall"	"main"	"Morning"	3	1020	"None"	3	0	0	0
2	"T,H"	54	"A"	1	2005	"fall"	"main"	"Afternoon"	2	1020	"None"	3	0	0	0
1	"T,H"	28	"A"	0	2005	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
2	"T,H"	57	"A"	0	2005	"fall"	"main"	"Morning"	2	3020	"None"	3	0	0	0
20	"W"	22	"A"	0	2005	"fall"	"bountiful"	"Evening"	1	3020	"None"	3	0	0	0
1	"M,W,F"	30	"G"	0	2005	"fall"	"main"	"Morning"	3	3030	"None"	3	0	0	0
2	"T,H"	47	"A"	0	2005	"fall"	"main"	"Morning"	2	3030	"None"	3	0	0	0
70	"W"	35	"P"	0	2005	"fall"	"sandy"	"Evening"	1	3030	"None"	3	0	0	0
1	"M,W,F"	58	"P"	0	2005	"fall"	"main"	"Morning"	3	3111	"None"	3	0	0	1
2	"T,H"	43	"P"	0	2005	"fall"	"main"	"Morning"	2	3111	"None"	3	0	0	1
70	"M"	38	"A"	0	2005	"fall"	"sandy"	"Evening"	1	3111	"None"	3	0	0	1
1	"M,W,F"	38	"P"	0	2005	"fall"	"main"	"Morning"	3	3112	"None"	4	2	0	1
2	"T,H"	42	"P"	0	2005	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
3	"T,H"	40	"P"	0	2005	"fall"	"main"	"Morning"	2	3112	"None"	4	2	0	1
10	"H"	35	"G"	0	2005	"fall"	"main"	"Evening"	1	3112	"None"	4	2	0	1
1	"M,W,F"	53	"A"	0	2005	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
2	"M,W,F"	43	"A"	0	2005	"fall"	"main"	"Morning"	3	3140	"None"	3	0	0	1
1	"M,W,F"	21	"A"	0	2005	"fall"	"main"	"Morning"	3	3334	"DV"	3	0	0	0
1	"M,W,F"	49	"A"	0	2005	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
2	"M,W,F"	58	"P"	0	2005	"fall"	"main"	"Morning"	3	3337	"DV"	3	2	1	0
1	"T,H"	70	"P"	0	2005	"fall"	"main"	"Morning"	2	3365	"DV"	3	2	1	0
20	"T"	26	"A"	0	2005	"fall"	"bountiful"	"Evening"	1	3380	"DV"	3	1	1	0
1	"T,H"	37	"P"	0	2005	"fall"	"main"	"Morning"	2	3435	"Global"	3	0	0	0
1	"M,W,F"	36	"P"	0	2005	"fall"	"main"	"Morning"	3	3438					
2	"T,H"	47	"A"	0	2005	"fall"	"main"	"Morning"	2	3438					
70	"M"	36	"A"	0	2005	"fall"	"sandy"	"Evening"	1	3438					
1	"T,H"	57	"P"	0	2005	"fall"	"main"	"Morning"	2	3471					
20	"H"	11	"A"	0	2005	"fall"	"bountiful"	"Evening"	1	3471					
1	"T,H"	50	"P"	0	2005	"fall"	"main"	"Morning"	2	3473					
10	"M"	37	"A"	0	2005	"fall"	"main"	"Evening"	1	3473					
10	"M"	52	"A"	0	2005	"fall"	"main"	"Evening"	1	3560	"Crim"	3	0	0	0
70	"H"	43	"A"	0	2005	"fall"	"sandy"	"Evening"	1	3560	"Crim"	3	0	0	0
1	"M,W,F"	70	"P"	0	2005	"fall"	"main"	"Morning"	3	3561	"Crim"	3	0	0	0
70	"H"	38	"A"	0	2005	"fall"	"sandy"	"Evening"	1	3561	"Crim"	3	0	0	0
10	"T"	65	"A"	0	2005	"fall"	"main"	"Evening"	1	3562	"Crim"	3	0	0	0
10	"T"	34	"A"	0	2005	"fall"	"main"	"Evening"	1	3563	"Crim"	3	0	0	0
1	"M,W,F"	53	"P"	0	2005	"fall"	"main"	"Morning"	3	3565	"Crim"	3	0	1	0
